FECHA,KITENI,PS#1,PS#2,PS#3,PS#4,FECHA;KITENI;PS#1;PS#2;PS#3;PS#4,Año,Mes,Día,Dia
2015-12-24,18.5,5.6,11.2,6.2,2.8,,2015,12,24,
2015-12-25,0.0,36.3,0.2,8.2,0.2,,2015,12,25,
2015-12-26,6.0,50.0,17.6,25.8,12.2,,2015,12,26,
2015-12-27,13.8,26.8,23.4,1.6,0.4,,2015,12,27,
2015-12-28,0.0,0.0,2.2,2.2,3.0,,2015,12,28,
2015-12-29,44.4,0.3,35.7,0.0,0.2,,2015,12,29,
2015-12-30,0.0,0.0,0.0,1.2,0.0,,2015,12,30,
2015-12-31,2.8,4.1,0.4,0.0,0.6,,2015,12,31,
2016-01-01,25.1,19.2,40.5,0.0,0.0,,2016,1,1,
2016-01-02,5.2,2.1,16.2,0.0,0.0,,2016,1,2,
2016-01-03,20.2,3.2,17.2,0.0,1.4,,2016,1,3,
2016-01-04,0.2,0.2,0.0,6.0,0.0,,2016,1,4,
2016-01-05,13.0,30.4,15.2,0.4,0.0,,2016,1,5,
2016-01-06,5.8,30.5,15.9,6.6,0.2,,2016,1,6,
2016-01-07,3.6,40.1,0.5,0.0,0.2,,2016,1,7,
2016-01-08,3.6,6.5,25.7,10.6,7.6,,2016,1,8,
2016-01-09,6.2,30.4,39.2,0.0,1.2,,2016,1,9,
2016-01-10,3.6,205.3,0.0,0.0,3.0,,2016,1,10,
2016-01-11,7.8,266.1,2.1,7.2,1.0,,2016,1,11,
2016-01-12,24.8,15.1,18.4,2.8,2.6,,2016,1,12,
2016-01-13,3.2,4.1,8.4,0.2,0.2,,2016,1,13,
2016-01-14,2.8,1.8,20.3,0.0,0.0,,2016,1,14,
2016-01-15,7.4,12.2,7.1,0.0,0.0,,2016,1,15,
2016-01-16,3.6,3.1,18.3,0.0,0.0,,2016,1,16,
2016-01-17,5.2,3.6,0.4,5.4,3.2,,2016,1,17,
2016-01-18,10.4,11.9,16.3,0.8,1.0,,2016,1,18,
2016-01-19,6.8,10.3,6.6,8.0,2.0,,2016,1,19,
2016-01-20,5.8,3.4,26.3,16.4,17.4,,2016,1,20,
2016-01-21,4.4,0.8,19.7,13.6,8.2,,2016,1,21,
2016-01-22,3.6,1.8,0.0,8.6,2.0,,2016,1,22,
2016-01-23,1.4,15.1,0.0,1.5,0.6,,2016,1,23,
2016-01-24,10.0,8.4,28.2,5.6,3.0,,2016,1,24,
2016-01-25,2.6,5.0,9.9,0.4,0.0,,2016,1,25,
2016-01-26,27.2,64.2,37.2,8.0,0.0,,2016,1,26,
2016-01-27,3.6,15.1,0.2,1.8,1.4,,2016,1,27,
2016-01-28,5.8,4.6,10.8,0.0,0.0,,2016,1,28,
2016-01-29,2.8,89.2,6.800000000000001,16.0,23.0,,2016,1,29,
2016-01-30,2.0,7.4,21.8,3.0,0.6,,2016,1,30,
2016-01-31,18.6,70.0,8.8,7.199999999999999,0.2,,2016,1,31,
2016-02-01,2.2,66.6,10.3,27.0,0.2,,2016,2,1,
2016-02-02,3.6,13.2,4.4,15.2,4.600000000000001,,2016,2,2,
2016-02-03,46.0,35.8,3.8,1.6,11.6,,2016,2,3,
2016-02-04,18.4,6.4,4.199999999999999,9.4,29.2,,2016,2,4,
2016-02-05,5.4,69.6,27.2,0.0,0.0,,2016,2,5,
2016-02-06,37.59999999999999,7.800000000000001,40.8,9.2,2.0,,2016,2,6,
2016-02-07,8.7,12.2,7.4,21.4,4.2,,2016,2,7,
2016-02-08,19.8,17.2,51.6,34.2,19.6,,2016,2,8,
2016-02-09,3.9,2.3,0.1,3.4,3.4,,2016,2,9,
2016-02-10,19.3,2.5,11.8,12.4,9.4,,2016,2,10,
2016-02-11,1.0,51.2,1.4,7.6,11.0,,2016,2,11,
2016-02-12,20.6,24.7,24.4,6.8,25.5,,2016,2,12,
2016-02-13,10.5,18.0,14.8,2.2,9.1,,2016,2,13,
2016-02-14,6.9,2.2,1.4,0.2,10.2,,2016,2,14,
2016-02-15,1.2,1.3,0.5,0.1,11.0,,2016,2,15,
2016-02-16,1.0,60.8,4.0,1.6,12.0,,2016,2,16,
2016-02-17,10.2,8.4,11.5,6.8,3.0,,2016,2,17,
2016-02-18,1.6,74.60000000000001,2.4,8.2,2.0,,2016,2,18,
2016-02-19,6.9,1.3,5.0,0.2,1.0,,2016,2,19,
2016-02-20,0.6,2.2,0.2,0.2,0.2,,2016,2,20,
2016-02-21,39.5,9.3,49.6,3.0,8.4,,2016,2,21,
2016-02-22,15.4,48.8,23.0,8.2,10.0,,2016,2,22,
2016-02-23,22.4,23.1,34.5,22.8,14.5,,2016,2,23,
2016-02-24,19.6,19.5,41.4,2.4,4.7,,2016,2,24,
2016-02-25,24.8,20.0,34.1,13.8,8.0,,2016,2,25,
2016-02-26,5.8,0.1,16.4,3.8,15.7,,2016,2,26,
2016-02-27,10.8,2.4,27.8,5.6,16.0,,2016,2,27,
2016-02-28,26.8,6.300000000000001,5.2,4.2,1.8,,2016,2,28,
2016-02-29,17.2,59.7,18.4,15.2,9.2,,2016,2,29,
2016-03-01,23.8,86.7,52.2,38.4,20.8,,2016,3,1,
2016-03-02,2.6,0.6000000000000001,1.0,0.8,4.2,,2016,3,2,
2016-03-03,5.0,0.2,9.8,0.2,0.2,,2016,3,3,
2016-03-04,2.5,1.4,3.8,2.2,0.4,,2016,3,4,
2016-03-05,2.5,28.3,4.5,14.6,22.7,,2016,3,5,
2016-03-06,4.0,4.5,0.4,5.8,1.8,,2016,3,6,
2016-03-07,0.1,26.0,1.4,0.0,6.2,,2016,3,7,
2016-03-08,0.4,2.4,12.5,28.8,12.0,,2016,3,8,
2016-03-09,2.5,6.6,8.2,1.8,0.4,,2016,3,9,
2016-03-10,6.0,45.0,23.0,0.0,0.4,,2016,3,10,
2016-03-11,27.0,47.4,20.0,1.6,20.8,,2016,3,11,
2016-03-12,11.0,14.2,19.8,4.2,0.4,,2016,3,12,
2016-03-13,2.5,4.3,2.4,37.8,4.399999999999999,,2016,3,13,
2016-03-14,0.6,3.2,3.8,3.0,20.6,,2016,3,14,
2016-03-15,2.5,6.6,18.2,5.8,4.0,,2016,3,15,
2016-03-16,3.7,6.6,0.1,1.6,0.6,,2016,3,16,
2016-03-17,2.5,6.6,1.9,0.2,0.5,,2016,3,17,
2016-03-18,3.6,2.3,0.7,1.6,0.4,,2016,3,18,
2016-03-19,7.0,4.1,22.4,8.6,5.5,,2016,3,19,
2016-03-20,2.9,9.6,9.6,10.0,25.4,,2016,3,20,
2016-03-21,2.0,8.399999999999999,36.6,11.0,18.6,,2016,3,21,
2016-03-22,1.5,6.199999999999999,13.4,1.4,1.8,,2016,3,22,
2016-03-23,2.5,8.4,1.4,1.2,1.0,,2016,3,23,
2016-03-24,4.6,0.3,5.4,2.6,0.0,,2016,3,24,
2016-03-25,3.0,17.0,1.2,2.4,0.0,,2016,3,25,
2016-03-26,37.8,29.7,29.8,18.6,2.8,,2016,3,26,
2016-03-27,6.6,1.3,16.6,1.8,0.0,,2016,3,27,
2016-03-28,2.5,6.6,2.1,9.2,2.0,,2016,3,28,
2016-03-29,2.5,6.6,1.0,0.0,0.0,,2016,3,29,
2016-03-30,2.5,6.6,0.0,1.0,0.0,,2016,3,30,
2016-03-31,2.5,56.8,1.0,3.0,0.3,,2016,3,31,
2016-04-01,8.2,21.8,5.0,0.0,0.3,,2016,4,1,
2016-04-02,2.6,4.1,0.8,0.0,0.3,,2016,4,2,
2016-04-03,2.6,25.9,0.2,0.0,0.0,,2016,4,3,
2016-04-04,12.6,0.2,8.3,1.6,0.8,,2016,4,4,
2016-04-05,2.5,11.4,21.4,5.2,1.0,,2016,4,5,
2016-04-06,2.6,4.0,10.6,7.8,2.2,,2016,4,6,
2016-04-07,14.9,2.0,6.1,8.0,0.0,,2016,4,7,
2016-04-08,11.5,3.8,2.2,10.2,2.0,,2016,4,8,
2016-04-09,2.6,3.8,0.2,16.0,0.5,,2016,4,9,
2016-04-10,2.6,4.1,0.0,2.0,0.0,,2016,4,10,
2016-04-11,0.8,4.1,0.3,1.0,0.5,,2016,4,11,
2016-04-12,15.8,43.5,25.0,9.0,2.0,,2016,4,12,
2016-04-13,1.6,4.7,12.2,0.2,0.2,,2016,4,13,
2016-04-14,2.6,0.2,2.0,0.2,3.4,,2016,4,14,
2016-04-15,8.6,20.7,4.0,4.6,0.6000000000000001,,2016,4,15,
2016-04-16,2.6,0.2,0.3,1.2,0.0,,2016,4,16,
2016-04-17,4.4,5.4,14.2,24.0,1.6,,2016,4,17,
2016-04-18,12.4,4.1,27.8,15.2,6.4,,2016,4,18,
2016-04-19,14.0,1.2,62.59999999999999,0.2,0.2,,2016,4,19,
2016-04-20,4.6,12.5,2.5,4.2,0.2,,2016,4,20,
2016-04-21,3.4,17.1,7.5,9.8,36.4,,2016,4,21,
2016-04-22,11.0,10.3,16.3,2.2,0.6,,2016,4,22,
2016-04-23,4.0,0.3,6.4,1.0,0.4,,2016,4,23,
2016-04-24,21.2,10.1,16.9,0.2,0.2,,2016,4,24,
2016-04-25,0.4,7.3,0.0,0.0,0.2,,2016,4,25,
2016-04-26,2.6,0.1,0.0,0.0,0.0,,2016,4,26,
2016-04-27,2.0,4.3,0.0,0.0,0.0,,2016,4,27,
2016-04-28,2.6,35.2,2.0,0.4,0.0,,2016,4,28,
2016-04-29,2.6,0.2,0.2,1.0,0.0,,2016,4,29,
2016-04-30,0.2,4.1,0.0,0.0,0.0,,2016,4,30,
2016-05-01,0.7,4.9,0.0,0.0,0.0,,2016,5,1,
2016-05-02,0.7,4.9,0.0,0.0,0.0,,2016,5,2,
2016-05-03,0.7,4.9,0.6,0.0,0.0,,2016,5,3,
2016-05-04,0.7,0.1,0.6,0.0,0.0,,2016,5,4,
2016-05-05,0.7,0.2,0.0,0.0,0.0,,2016,5,5,
2016-05-06,0.7,4.9,0.0,0.0,0.0,,2016,5,6,
2016-05-07,0.7,0.2,6.4,0.0,0.0,,2016,5,7,
2016-05-08,1.1,41.0,4.0,0.0,0.0,,2016,5,8,
2016-05-09,0.7,77.3,4.5,1.2,2.2,,2016,5,9,
2016-05-10,0.7,0.1,0.0,0.0,0.0,,2016,5,10,
2016-05-11,0.7,0.2,0.0,0.0,1.2,,2016,5,11,
2016-05-12,0.7,52.4,12.4,0.0,0.0,,2016,5,12,
2016-05-13,0.7,6.5,49.6,3.8,1.0,,2016,5,13,
2016-05-14,0.7,5.399999999999999,7.800000000000001,8.2,0.2,,2016,5,14,
2016-05-15,0.7,4.9,0.0,0.0,0.0,,2016,5,15,
2016-05-16,0.7,7.1,0.0,0.0,0.0,,2016,5,16,
2016-05-17,1.0,7.2,1.4,0.0,0.2,,2016,5,17,
2016-05-18,11.0,13.6,6.600000000000001,0.0,0.0,,2016,5,18,
2016-05-19,1.7,36.3,7.0,0.0,0.8,,2016,5,19,
2016-05-20,0.8,0.7,2.8,0.0,0.0,,2016,5,20,
2016-05-21,0.7,0.4,1.4,0.0,0.0,,2016,5,21,
2016-05-22,2.0,3.9,0.1,0.0,0.0,,2016,5,22,
2016-05-23,22.2,7.7,37.8,1.0,2.4,,2016,5,23,
2016-05-24,0.2,1.6,32.1,2.0,6.4,,2016,5,24,
2016-05-25,0.7,0.5,0.5,0.0,0.0,,2016,5,25,
2016-05-26,0.7,4.9,2.8,0.0,0.0,,2016,5,26,
2016-05-27,0.7,14.7,3.0,1.2,0.0,,2016,5,27,
2016-05-28,0.7,6.4,0.2,0.0,0.0,,2016,5,28,
2016-05-29,3.2,16.9,4.4,1.2,0.0,,2016,5,29,
2016-05-30,0.7,2.2,1.4,0.0,0.0,,2016,5,30,
2016-05-31,0.7,1.8,0.0,0.0,0.0,,2016,5,31,
2016-06-01,0.8,2.5,0.0,0.0,0.0,,2016,6,1,
2016-06-02,0.8,2.5,1.0,0.0,0.0,,2016,6,2,
2016-06-03,0.8,2.5,3.2,0.0,0.0,,2016,6,3,
2016-06-04,0.8,0.6,0.2,0.0,0.0,,2016,6,4,
2016-06-05,0.8,0.2,0.2,0.0,0.0,,2016,6,5,
2016-06-06,3.6,58.0,8.4,0.0,0.0,,2016,6,6,
2016-06-07,7.9,4.199999999999999,6.4,0.0,0.0,,2016,6,7,
2016-06-08,1.0,21.4,6.6,0.0,0.0,,2016,6,8,
2016-06-09,10.0,41.8,12.1,0.0,0.0,,2016,6,9,
2016-06-10,2.2,0.8,0.4,0.2,0.0,,2016,6,10,
2016-06-11,0.8,2.5,0.0,0.0,0.0,,2016,6,11,
2016-06-12,0.8,2.5,0.1,22.4,0.0,,2016,6,12,
2016-06-13,0.8,2.5,0.1,0.4,0.2,,2016,6,13,
2016-06-14,0.8,2.5,0.0,0.0,0.0,,2016,6,14,
2016-06-15,0.8,0.1,0.0,0.0,0.0,,2016,6,15,
2016-06-16,0.8,2.5,0.0,0.0,0.0,,2016,6,16,
2016-06-17,0.8,0.1,0.0,0.0,0.0,,2016,6,17,
2016-06-18,0.8,2.5,0.0,0.0,0.0,,2016,6,18,
2016-06-19,0.8,7.3,1.4,0.0,0.0,,2016,6,19,
2016-06-20,0.8,2.5,0.0,0.0,0.0,,2016,6,20,
2016-06-21,4.4,2.5,1.9,0.0,0.0,,2016,6,21,
2016-06-22,5.4,2.5,2.5,0.0,0.0,,2016,6,22,
2016-06-23,0.8,2.5,2.3,0.0,0.0,,2016,6,23,
2016-06-24,0.8,2.5,0.0,0.0,0.0,,2016,6,24,
2016-06-25,0.8,2.5,0.0,0.0,0.0,,2016,6,25,
2016-06-26,4.8,0.1,21.0,0.0,0.0,,2016,6,26,
2016-06-27,5.6,2.5,14.0,2.2,2.0,,2016,6,27,
2016-06-28,4.6,17.6,10.7,36.8,1.2,,2016,6,28,
2016-06-29,0.8,2.5,0.0,5.0,3.0,,2016,6,29,
2016-06-30,0.8,0.1,0.0,0.0,0.2,,2016,6,30,
2016-07-01,0.4,0.8,0.0,0.0,0.0,,2016,7,1,
2016-07-02,0.4,0.8,0.0,0.0,0.0,,2016,7,2,
2016-07-03,0.4,0.8,0.0,0.0,0.2,,2016,7,3,
2016-07-04,0.4,0.1,0.0,0.0,0.0,,2016,7,4,
2016-07-05,0.4,0.8,0.0,0.0,0.0,,2016,7,5,
2016-07-06,0.4,7.4,0.0,0.0,0.0,,2016,7,6,
2016-07-07,0.2,5.6,2.3,1.4,3.2,,2016,7,7,
2016-07-08,24.9,24.4,22.4,12.6,9.8,,2016,7,8,
2016-07-09,0.4,0.2,0.5,0.0,0.0,,2016,7,9,
2016-07-10,0.4,0.8,0.0,0.0,0.0,,2016,7,10,
2016-07-11,0.4,0.8,3.0,0.0,0.0,,2016,7,11,
2016-07-12,0.4,0.8,0.0,0.0,0.0,,2016,7,12,
2016-07-13,0.4,0.8,0.3,0.0,0.0,,2016,7,13,
2016-07-14,0.4,0.8,2.0,0.0,0.0,,2016,7,14,
2016-07-15,0.4,0.8,0.0,0.0,0.0,,2016,7,15,
2016-07-16,0.4,0.8,1.2,0.0,0.0,,2016,7,16,
2016-07-17,0.4,0.8,5.4,0.0,0.0,,2016,7,17,
2016-07-18,0.4,0.8,0.4,0.0,0.0,,2016,7,18,
2016-07-19,0.4,0.8,0.0,0.0,0.0,,2016,7,19,
2016-07-20,0.4,0.8,0.0,0.0,0.0,,2016,7,20,
2016-07-21,0.4,0.8,0.0,0.0,0.0,,2016,7,21,
2016-07-22,0.4,0.8,0.0,0.0,0.0,,2016,7,22,
2016-07-23,0.4,0.8,0.0,0.0,0.0,,2016,7,23,
2016-07-24,0.4,0.8,0.0,0.0,0.0,,2016,7,24,
2016-07-25,0.4,0.8,0.0,0.0,0.0,,2016,7,25,
2016-07-26,0.4,8.4,0.0,0.0,0.0,,2016,7,26,
2016-07-27,0.4,0.3,0.0,0.0,0.0,,2016,7,27,
2016-07-28,0.4,0.8,0.0,0.0,0.0,,2016,7,28,
2016-07-29,0.4,0.8,0.0,0.0,0.0,,2016,7,29,
2016-07-30,0.4,0.1,0.0,0.0,0.0,,2016,7,30,
2016-07-31,0.4,0.8,0.0,0.0,0.0,,2016,7,31,
2016-08-01,1.5,0.9,0.0,0.0,0.0,,2016,8,1,
2016-08-02,1.5,19.7,0.0,0.0,0.0,,2016,8,2,
2016-08-03,1.5,0.2,0.0,0.0,0.0,,2016,8,3,
2016-08-04,1.5,0.3,0.0,0.0,0.0,,2016,8,4,
2016-08-05,1.5,0.3,0.0,0.0,0.0,,2016,8,5,
2016-08-06,1.5,0.9,0.0,3.6,2.0,,2016,8,6,
2016-08-07,23.6,0.9,0.0,0.0,0.0,,2016,8,7,
2016-08-08,1.5,0.9,0.0,0.0,0.0,,2016,8,8,
2016-08-09,24.4,2.1,10.0,0.0,0.0,,2016,8,9,
2016-08-10,15.9,10.1,6.0,0.0,2.6,,2016,8,10,
2016-08-11,1.0,18.6,10.1,6.6,1.0,,2016,8,11,
2016-08-12,1.5,0.2,0.3,0.0,0.0,,2016,8,12,
2016-08-13,1.5,0.9,0.4,0.0,0.0,,2016,8,13,
2016-08-14,1.5,0.9,3.5,0.0,0.0,,2016,8,14,
2016-08-15,1.5,0.9,0.2,0.0,0.0,,2016,8,15,
2016-08-16,9.4,0.9,0.0,0.0,0.0,,2016,8,16,
2016-08-17,1.5,0.9,2.0,0.0,0.0,,2016,8,17,
2016-08-18,1.5,0.9,0.0,0.0,0.0,,2016,8,18,
2016-08-19,1.5,0.9,0.0,0.0,0.0,,2016,8,19,
2016-08-20,4.8,0.2,4.0,1.0,1.8,,2016,8,20,
2016-08-21,0.4,1.0,0.0,10.0,0.0,,2016,8,21,
2016-08-22,5.0,4.8,27.0,14.0,7.4,,2016,8,22,
2016-08-23,0.1,0.9,0.0,0.0,0.0,,2016,8,23,
2016-08-24,1.5,0.9,0.0,1.4,0.0,,2016,8,24,
2016-08-25,1.5,0.9,0.0,0.0,0.0,,2016,8,25,
2016-08-26,0.3,0.9,0.0,1.0,1.0,,2016,8,26,
2016-08-27,10.9,0.9,0.0,0.0,0.0,,2016,8,27,
2016-08-28,1.5,0.9,0.0,0.0,0.0,,2016,8,28,
2016-08-29,1.5,0.9,0.0,0.0,0.0,,2016,8,29,
2016-08-30,1.5,0.9,0.0,0.0,0.0,,2016,8,30,
2016-08-31,1.5,0.9,0.5,0.0,0.0,,2016,8,31,
2016-09-01,1.7,1.9,0.0,0.0,0.0,,2016,9,1,
2016-09-02,3.1,0.1,0.3,0.0,0.0,,2016,9,2,
2016-09-03,1.7,1.9,1.0,0.0,0.0,,2016,9,3,
2016-09-04,8.8,18.2,15.2,0.0,0.0,,2016,9,4,
2016-09-05,0.2,0.4,2.8,0.2,0.0,,2016,9,5,
2016-09-06,1.7,0.3,0.3,0.4,0.2,,2016,9,6,
2016-09-07,1.7,1.9,0.4,0.0,0.0,,2016,9,7,
2016-09-08,1.7,1.9,0.0,0.2,0.4,,2016,9,8,
2016-09-09,1.7,1.9,3.2,0.0,0.0,,2016,9,9,
2016-09-10,1.7,0.1,2.3,0.4,0.6000000000000001,,2016,9,10,
2016-09-11,1.7,1.9,23.0,0.0,0.0,,2016,9,11,
2016-09-12,1.7,1.9,0.0,0.0,0.0,,2016,9,12,
2016-09-13,1.7,1.9,0.0,0.0,0.0,,2016,9,13,
2016-09-14,1.7,1.9,0.0,0.0,0.0,,2016,9,14,
2016-09-15,7.0,13.2,0.0,0.2,0.2,,2016,9,15,
2016-09-16,3.0,0.5,34.7,0.2,0.0,,2016,9,16,
2016-09-17,1.7,1.9,0.0,0.0,0.0,,2016,9,17,
2016-09-18,1.7,1.9,0.0,0.0,0.0,,2016,9,18,
2016-09-19,1.7,17.6,0.0,18.2,2.4,,2016,9,19,
2016-09-20,14.2,15.3,25.5,6.2,1.0,,2016,9,20,
2016-09-21,1.7,6.1,4.0,0.0,0.0,,2016,9,21,
2016-09-22,1.7,1.9,0.0,0.0,0.0,,2016,9,22,
2016-09-23,1.7,0.1,0.0,0.0,0.0,,2016,9,23,
2016-09-24,5.4,7.5,0.0,12.0,0.2,,2016,9,24,
2016-09-25,1.7,7.5,0.0,0.0,13.2,,2016,9,25,
2016-09-26,1.7,4.4,0.4,0.0,4.2,,2016,9,26,
2016-09-27,1.0,0.1,24.6,3.0,1.0,,2016,9,27,
2016-09-28,55.0,19.7,0.0,13.6,1.2,,2016,9,28,
2016-09-29,1.7,1.9,0.0,0.0,0.0,,2016,9,29,
2016-09-30,3.2,1.9,0.0,0.0,0.0,,2016,9,30,
2016-10-01,2.9,3.8,6.6,6.4,0.0,,2016,10,1,
2016-10-02,20.8,0.8,5.0,11.2,22.6,,2016,10,2,
2016-10-03,1.1,3.8,19.0,2.8,15.8,,2016,10,3,
2016-10-04,26.2,19.4,8.5,4.8,0.4,,2016,10,4,
2016-10-05,2.9,0.2,2.3,6.4,0.0,,2016,10,5,
2016-10-06,0.1,3.8,24.5,5.800000000000001,8.8,,2016,10,6,
2016-10-07,68.2,58.4,0.0,0.0,1.8,,2016,10,7,
2016-10-08,2.9,2.2,0.0,0.0,0.0,,2016,10,8,
2016-10-09,2.9,0.4,0.0,3.0,6.4,,2016,10,9,
2016-10-10,16.0,0.4,6.2,6.4,3.4,,2016,10,10,
2016-10-11,0.4,3.8,4.6,0.0,1.2,,2016,10,11,
2016-10-12,2.9,0.4,2.6,3.2,2.2,,2016,10,12,
2016-10-13,2.9,0.4,0.0,0.0,0.0,,2016,10,13,
2016-10-14,9.8,13.0,4.1,9.2,0.2,,2016,10,14,
2016-10-15,1.8,2.3,1.0,0.0,0.0,,2016,10,15,
2016-10-16,2.9,0.2,0.0,0.0,0.0,,2016,10,16,
2016-10-17,2.9,0.2,0.0,1.2,0.2,,2016,10,17,
2016-10-18,8.3,3.8,0.0,2.2,2.0,,2016,10,18,
2016-10-19,2.9,3.8,0.0,2.2,0.0,,2016,10,19,
2016-10-20,2.9,3.8,0.0,16.0,6.0,,2016,10,20,
2016-10-21,2.9,26.2,0.0,0.0,0.0,,2016,10,21,
2016-10-22,6.9,37.7,0.0,22.0,4.6,,2016,10,22,
2016-10-23,2.9,12.3,0.0,0.0,0.0,,2016,10,23,
2016-10-24,2.9,3.8,0.0,0.0,0.0,,2016,10,24,
2016-10-25,2.9,0.6000000000000001,0.0,6.1,0.0,,2016,10,25,
2016-10-26,2.9,3.8,0.0,0.0,0.4,,2016,10,26,
2016-10-27,4.800000000000001,18.5,0.0,0.8,11.4,,2016,10,27,
2016-10-28,17.6,19.5,0.0,18.6,4.0,,2016,10,28,
2016-10-29,2.9,3.8,0.0,2.2,1.5,,2016,10,29,
2016-10-30,2.9,3.8,0.0,0.0,0.0,,2016,10,30,
2016-10-31,2.9,3.8,0.0,0.6,0.0,,2016,10,31,
2016-11-01,1.2,3.0,0.0,0.0,0.0,,2016,11,1,
2016-11-02,1.2,2.1,0.0,0.0,0.0,,2016,11,2,
2016-11-03,1.2,3.6,0.0,2.0,0.0,,2016,11,3,
2016-11-04,1.2,3.0,0.0,26.0,0.8,,2016,11,4,
2016-11-05,1.2,3.0,0.0,24.2,8.4,,2016,11,5,
2016-11-06,1.2,3.0,0.0,2.6,1.4,,2016,11,6,
2016-11-07,1.2,3.0,0.0,0.0,0.0,,2016,11,7,
2016-11-08,1.2,3.0,0.0,0.0,0.0,,2016,11,8,
2016-11-09,1.2,3.0,0.0,0.0,0.0,,2016,11,9,
2016-11-10,1.2,3.0,0.0,1.4,14.0,,2016,11,10,
2016-11-11,1.2,0.4,0.0,0.0,0.0,,2016,11,11,
2016-11-12,1.2,42.2,0.0,0.0,0.0,,2016,11,12,
2016-11-13,1.2,8.2,0.0,0.0,0.0,,2016,11,13,
2016-11-14,1.2,21.3,0.0,0.0,0.0,,2016,11,14,
2016-11-15,1.2,3.0,0.0,0.0,0.0,,2016,11,15,
2016-11-16,1.2,1.2,0.0,0.0,0.0,,2016,11,16,
2016-11-17,28.8,3.0,0.0,15.2,5.3,,2016,11,17,
2016-11-18,2.6,16.6,0.0,0.0,0.0,,2016,11,18,
2016-11-19,0.8,3.0,0.0,0.0,0.0,,2016,11,19,
2016-11-20,1.2,42.9,0.0,0.0,0.0,,2016,11,20,
2016-11-21,1.2,3.0,0.0,0.0,0.0,,2016,11,21,
2016-11-22,1.2,3.0,0.0,1.4,3.0,,2016,11,22,
2016-11-23,1.2,26.6,0.0,0.0,0.0,,2016,11,23,
2016-11-24,1.2,3.0,0.0,0.0,0.0,,2016,11,24,
2016-11-25,36.8,2.4,0.0,0.0,0.0,,2016,11,25,
2016-11-26,0.6,7.8,0.0,1.4,0.0,,2016,11,26,
2016-11-27,1.2,3.0,0.0,3.0,1.2,,2016,11,27,
2016-11-28,1.2,5.0,0.0,0.0,8.2,,2016,11,28,
2016-11-29,1.2,1.0,0.0,0.0,0.0,,2016,11,29,
2016-11-30,1.2,3.0,0.0,12.8,3.1,,2016,11,30,
2016-12-31,3.9,3.08,0.0,0.0,10.0,,2016,12,31,
2016-12-31,3.9,8.2,0.0,3.0,0.0,,2016,12,31,
2016-12-31,3.9,14.8,0.0,0.0,0.0,,2016,12,31,
2016-12-31,22.0,31.8,0.0,5.0,0.6,,2016,12,31,
2016-12-31,2.3,2.4,0.0,11.0,5.2,,2016,12,31,
2016-12-31,2.2,15.6,0.0,3.2,8.0,,2016,12,31,
2016-12-31,10.2,2.1,0.0,21.4,0.0,,2016,12,31,
2016-12-31,4.2,0.8,0.0,3.8,1.2,,2016,12,31,
2016-12-31,5.0,8.2,0.0,8.1,14.0,,2016,12,31,
2016-12-31,3.9,6.8,0.0,0.0,0.0,,2016,12,31,
2016-12-31,0.7,35.5,0.0,0.0,0.0,,2016,12,31,
2016-12-31,3.9,13.8,0.0,0.0,0.0,,2016,12,31,
2016-12-31,6.8,56.9,0.0,0.0,0.0,,2016,12,31,
2016-12-31,3.9,0.7,0.0,0.0,0.0,,2016,12,31,
2016-12-31,1.0,23.8,0.0,20.8,5.6,,2016,12,31,
2016-12-31,36.0,1.5,0.0,3.0,14.8,,2016,12,31,
2016-12-31,3.9,8.2,0.0,0.6,0.6,,2016,12,31,
2016-12-31,3.9,8.2,0.0,0.0,0.6,,2016,12,31,
2016-12-31,27.2,8.2,0.0,2.2,2.2,,2016,12,31,
2016-12-31,1.3,8.2,0.0,2.0,3.6,,2016,12,31,
2016-12-31,32.4,8.2,0.0,25.2,2.0,,2016,12,31,
2016-12-31,2.0,8.2,0.0,15.2,6.0,,2016,12,31,
2016-12-31,36.8,8.2,0.0,70.2,3.4,,2016,12,31,
2016-12-31,1.8,8.2,0.0,18.6,2.8,,2016,12,31,
2016-12-31,3.9,8.2,0.0,0.0,0.2,,2016,12,31,
2016-12-31,7.6,8.2,0.0,0.0,7.2,,2016,12,31,
2016-12-31,1.6,8.2,0.0,0.0,0.0,,2016,12,31,
2016-12-31,3.9,8.2,0.0,0.0,0.0,,2016,12,31,
2016-12-31,8.3,8.2,0.0,9.0,1.0,,2016,12,31,
2016-12-31,3.9,8.2,0.0,0.0,0.0,,2016,12,31,
2016-12-31,26.0,68.2,0.0,0.0,0.0,,2016,12,31,
2017-01-01,27.6,18.2,0.0,11.0,19.0,,2017,1,1,
2017-01-02,22.0,10.6,0.0,3.6,8.0,,2017,1,2,
2017-01-03,8.9,1.2,0.0,5.0,3.4,,2017,1,3,
2017-01-04,2.0,30.8,0.0,6.0,6.0,,2017,1,4,
2017-01-05,26.3,68.2,0.0,17.0,12.6,,2017,1,5,
2017-01-06,13.01,17.0,0.0,43.0,13.0,,2017,1,6,
2017-01-07,8.3,0.4,0.0,16.0,13.0,,2017,1,7,
2017-01-08,2.0,41.0,0.0,9.0,33.2,,2017,1,8,
2017-01-09,21.5,122.1,0.0,11.0,16.0,,2017,1,9,
2017-01-10,3.9,24.4,0.0,9.4,3.6,,2017,1,10,
